product_name,manufacturer,cleaned_datasheet_text
IDC H3 Motor 160VDC Brush Motor Data Sheet,Kollmorgen,brushed dc motor specifications inline version with quick disconnect only dimensions that differ from above are shown tor ecification rated voltage max operating voltage max continuous current continuous stall torque speed at rated voltage rotor inertia max winding temperature motor weight lbs kg note with red lead positive shaft rotation is ccw viewed from the face of the motor motor wiring earth gnd red white on cable quick disconnect case gnd pin gnd pin neg pin pos motor data
P/K4x (IDC) Stepper Motor Data Sheet,Kollmorgen,industrial devices corporation step motor specifications motor dimensions motor wiring note specs are for both series and parallel wiring unless preceded by or electrical specs idc quickdisconnectcable wire color on quick disconnect cables red black red white red yellow quick disconnect cables are shielded connect shield to gnd encoder color code for motorspinbc colorredpink or purplegreenblueyelloworangewhiteblack nc industrial devices cypress drivepetaluma ca
B23 (IDC) Servo Motor Data Sheet,Kollmorgen,brushless servo motor specifications electrical datacontinuous stall torquecont torque at rated speedwinding resistance ambientwinding resistance tmaxinductancekt phase to phase peakkvnumber of poleselectrical time constant mechanical datarotor inertiastatic frictiondynamic frictionthermal resistancemax winding temperaturemechanical time constantaxial shaft load radial shaft load inweight system data with seriesrpmmax speedvdrive bus voltageadrive peak ambient temperaturewrms output powerwnominal peak nominal peak stall torque motor wiring industrial devices digital drive novato ca
IDC H4 Motor 160VDC Brush Motor Data Sheet,Kollmorgen,servo motor specifications electrical datarated voltagemax operating voltagemax continuous currentmax starting currentnumber of polesinductancewinding resistance ambientkt torque constant voltage constant mechanical datacontinuous stall speed at rated voltagerotor inertiamax winding temperatureweight motor wiring motor positive lead red white with cable motor negative lead earth ground case ground industrial devices digital drive novato ca motor data sheet
S2x (IDC) Stepper Motor Data Sheet,Kollmorgen,hybrid step motor specifications electrical datacontinuous stall torquerecommended resistance ambientinductancemax winding temperature mechanical datarotor inertiaaxial shaft loadradial shaft load motor weightstep angle full step lbs lbs lbs kg degrees parallel wiring duty cycle max above rps rpm always use at least torque safety margin when applying step motors motor wiring series connection parallel connection models available with and actuators only drive settings series parallel motor current mh motor current mh drive setting closest to actual motor specifications series parallel motor current motor current drive setting closest to actual motor specifications series parallel motor amps mh motor current mh drive setting closest to actual motor specifications industrial devices digital drive novato ca
B32 (IDC) Servo Motor Data Sheet,Kollmorgen,brushless servo motor specifications electrical datacontinuous stall torquecont torque at rated speedwinding resistance ambientwinding resistance tmaxinductancekt phase to phase peakkvmotor constant number of poleselectrical time constant mechanical datarotor inertiastatic frictiondynamic frictionthermal resistancemax winding ohm dampingmechanical time constantaxial shaft loadradial shaft load inweight system data with seriesmax speeddrive bus voltagedrive peak currentambient temperaturerms output powernominal peak powernominal peak stall torque motor wiring industrial devices digital drive novato ca
IDC D Motor 24VDC Brush Motor Data Sheet,Kollmorgen,volt dc motor specifications standard single shaft inline double shaft motor wiring electrical datarated voltagemax continuous currentmax operating voltageinductancekt torque constant voltage constant resistance ambient mechanical datacontinuous stall speed at rated currentrotor inertiamax winding temperature motor positive lead red white with cable motor negative lead earth ground case ground industrial devices digital drive novato ca motor data sheet
S42 (IDC) Stepper Motor Data Sheet,Kollmorgen,hybrid step motor specifications wire entry electrical datacontinuous stall torquerecommended resistance ambientinductancemax winding temperature mechanical datarotor inertiaaxial shaft loadradial shaft load motor weightstep angle full step lbs lbs lbs kg degrees parallel wiring duty cycle max above rps rpm always use at least torque safety margin when applying step motors motor wiring series connection parallel connection drive settings series parallel motor current motor amps drive setting closest to actual motor specifications industrial devices digital drive novato ca
S3x (IDC) Stepper Motor Data Sheet,Kollmorgen,hybrid step motor specifications full depth electrical datacontinuous stall torquerecommended resistance ambientinductancemax winding temperature mechanical datarotor inertiaaxial shaft loadradial shaft load at in motor weightstep angle full step lbs lbs lbs kg degrees parallel wiring duty cycle max above rps rpm always use at least torque safety margin when applying step motor wiring drive settings series connection parallel connection series parallel motor current motor current drive setting closest to actual motor specifications series parallel motor current motor current drive setting closest to actual motor specifications industrial devices cypress drive petaluma ca motor data sheet
B41 (IDC) Servo Motor Data Sheet,Kollmorgen,brushless servo motor specifications electrical datacontinuous stall torquecont torque at rated speedwinding resistance ambientwinding resistance tmaxinductancekt phase to phase peakkvmotor constant number of poleselectrical time constant mechanical datarotor inertiastatic frictiondynamic frictionthermal resistancemax winding ohm dampingmechanical time constantaxial shaft loadradial shaft load inchweight system data with seriesrpmmax speedvdrive bus voltageadrive peak ambient temperaturewrms output powerwnominal peak nominal peak stall torque motor wiring industrial devices digital drive novato ca
S5102 Stepper Drive Data Sheet,Kollmorgen,axis microstepping drive control indexer motor indexer axis motor axis indexer pinout direction fault output direction fault output supply supply dual axis step motor drive industrialdevicescorporationnovato ca page dual axis drive power supply mounting dimensions auxiliary power output slot scale full radius industrial devices
R20 Series Pacific Scientific Resolver Feedback & Connection,Kollmorgen,series pacific scientific resolver feedback connection
AKMH Motor Guide for Legacy Equipment,Kollmorgen,legacy food processing equipment giving you headache legacy servo motors on food packaging and processing equipment can cause significant production or sanitation problems kollmorgen would like to eliminate source of many of those problems for you reliability problems standard food grade and even some stainless steel servo motors were not designed to withstand environments covers or other devices used to protect motors during sanitation many times become ineffective causing failures leading to significant downtime cleanability problems cleaning procedures are becoming more rigorous and servo motors typically have not been designed to be easily cleaned motors have flat areas that allow water to collect paint that degrades rough surfaces fasteners and lots of nooks and crannies causing significant sanitation problems plastic bags are used to cover the motors during sanitation is the motor truly clean if it is covered and isolated from standard sanitation procedures on the other hand when permanent covers are used to protect motors they become perfect growth niches procedures are then added to manually remove and clean inside permanent covers this usually requires tools training and cleaning time the solution is kollmorgen stainless steel servo motors kollmorgen servo motor surface finish no exposed flat surface no metal to metal seams purpose built to allow for to ph cleaning agents motor and cable purpose built to withstand psi spray from any direction motor and cable legacy machines become clean durable machines kollmorgen akmhtm servo direct high pressure psi any direction without to ph cleaning smooth surface no metal to metal no nooks no no flat surfaces we understand the challenges of retrofit engineered solutions for connection to existing servo drive procedures and required files provided for ease of engineering expertise to match motor to application direct mechanical replacements allen bradley save up to of cleaning time by avoiding disassembly and manual cleaning reduced bacteria growth increased no disassembly for motor lasts times higher overall equipment effectiveness specify only kollmorgen akmh systemsto ensure increased oee through superior design reduced cost of ownership due to reduced cleaning time and increased reliability enhanced value of your machine by lowering the risk of kollmorgen corporation all rights reserved specifications are subject to change without notice it is the responsibility of the product user to determine the suitability of this product for specific application all trademarks are the property of their respective owners
T-and-BK Performance Curves en-US RevA,Kollmorgen,raymond avenuesalem nh performance curvesfor idc actuators with and motor options note use curves in the idc catalog for performance
Goldline Motors with ServoStar en-US.pdf,Kollmorgen,kollmorgen goldlinetmmotors with servostartm kollmorgen goldline series motors provide optimum value andperformance in wide variety of applications the kollmorgengoldline series incorporates high energy rare earth magnets and excellent thermal design to provideexceptional continuous torque performance and accelerationcapabilities in compact package when combined with theservostar digital amplifier the system becomes an easy to setup high performance motion control system the full line ofkollmorgen goldline motor options is available when usedwith the servostar amplifier this includes the series lowinertia series medium inertia and eb series explosion proof motors kollmorgen servostar velocity or torque analog or serial six current ratings and amps continuous easy built in encoder equivalent output which can eliminate the need for an additional position feedback device unique configuration allows pc or plc tocommunicate to multiple servostar amplifiers viasingle connection servostar versatile communication capabilitiesmake it easy to integrate machine control data directlyfrom the factory floor to your information system robust excellent protection against connection on volt esd rugged circuit design and fully metallic intelligent power full protection against short circuit overvoltage heatsink overtemperature motor overspeed overcurrent and feedback loss ul ulc and ce approval pending windows start up advanced motion wizard automatically walks you through pc oscilloscope for measuring motion pa series power ptc resistive technology eliminates nuisance tripping of fuses or breakers four power supply options for optimal configuration of single and systems separate inputs for logic and bus voltages allow to servostar without the bus power applied and models kollmorgen servostartm amplifier or volt ac input power to pa power supply resolver feedback fully digital control the kollmorgen servostartm amplifier is compact fully digital amplifier designed to simplify installation andsystem three control algorithms and tothe load functionality allows high performance operationto be achieved quickly and easily since not one control algorithm is best for all machines servostar contains pole placement pi and pdff algorithms servostar utilizes the motionlink for windows which automatically takesyou through the key steps of installation and start up servo advanced sinewave commutation technology providessmooth precise control and precision torque control due to precision balanced rent loops with closed loop velocity loops bandwidths to hz to the patented torque angle control that enhances motor fully digital control compact and attractive rugged metal package for saving modern appearance pole placement pi and pdff control options kollmorgen goldline explosion proof brushless servomotors are listed by ulfor use in class division groups and hazardouslocations this listing includes applications where vaporsor gases form flammable or explosive environments the has been tested and proven capable to internal explosion without bursting or allowing to reach outside the motor frame contact your localregional sales office for more information or series small large ratio speeds to rpm ul rugged resolver rear shaft class sealing front mounted encoder nema mating connectors kollmorgen goldline series kollmorgen goldline servomotors incorporate highestenergy rare earth magnets andexcellent thermal design to provide exceptional continuoustorque and peak torque performance in compact package the brushless lightweight servomotor base models comewith integral frameless resolver and industrial grade and models these servomotors are available in three basic models tomeet the needs of wide range of applications low inertia the provides extremely low inertia rotors optimum performance in applications requiring rapidacceleration and deceleration medium inertia the is an extension of the with seventimes higher inertia this motor series offers the advantageof better performance for systems having complaint loadsor large inertia mismatches kollmorgen motion technologies group radford virginia kollmorgen motionlink auto motionlink for windows takes the fear out of setting up servo system designed for the novice as well as theadvanced user motionlink lets users quickly and fine tune system performance the servostar auto consists of five steps to completely configure the servostar and motor foryour machine set servostar for the power source motionlink will tell you if your servostar was factoryprogrammed for line voltage push okay if correct if not change to the appropriate voltage set servostar up for the motor if the amplifier has been programmed to operate specific motor motionlink will indicate the motor type push okay and go to the next step if not you can select froma listing of standard kollmorgen motors or enter in the specific parameters from the motors you will be using select the operational mode set servostar to run in velocity or current mode set the command to beserial or analog tune servostar for the load simply select the bandwidth you want the system to operate and press button store servostar settings the final step is storing the parameters in servostar and on your hard drive or disk now you re ready to run your machine kollmorgen motionlink additional functions motionlink also includes other features that allow you to fine tune or monitor the performance of the system direct terminal mode this modeturns your computer into dumbterminal variables or parameterscan be monitored and changed usingthe servostar command this mode is ideal foradvanced users who want to getthedirectly servostar monitor mode allows you to jogthe motor to monitor key operationvariables speed and torque can beviewed in real time in linear gaugeformat up to three variables can bemonitored at time pc oscilloscope for closely ea motionlink includes the of an oscilloscope you canvery easily excite the load thenreview performance graphically onyour computer screen selectable tuning algorithms noone control scheme is ideal for all servostar has three schemes to choose from poleplacement standard pi and the pole placement will meetthe needs of most applications pi andpdff control is also available sowhether your critical need is steadyspeed control high accelerations orquick response to load variations servostar provides the greatestopportunity to achieve the best machineperformance motionlink includes many other features like setting resolution of encoder equivalent output activating position limits displaying amplifier setting acceleration limiting max speed or torque kollmorgen motion technologies group radford virginia kollmorgen motionlink programmable functions servostar can be programmed and monitored using motionlink dumb terminal or from pc plc ormotion controller that is running the machine amplifier operation mode serial velocity analog velocity serial torque analog torque present operating mode motor torque control motor velocity control peak current continuous current motor current command actual motor torque rates ramp jog stop max speed step actual motor velocity amplifier configuration and status analog scaling offset and deadband drive configuration parameters travel limit switch status drive status fault relay status error messages firmware version amplifier run time amplifier enable disable kill decelerate at preset rate drive enabled and power applied to motor any faults present servo loop compensation and gain three compensation types pole placement status of all tuning parameters digital oscilloscope record functions motor speed current motor parameters note for kmtg name back emf constants resistance status of all motor parametersstandard motors this information stored current ratings number of poles max in motionlink and can be stored in speed inertia torque constant inductance resolver or encoder when shipped from factory parameters stored in amplifier serial communication protocol character echo system prompt enable address hardware power up and receive error messages motor thermostat how amplifier responds when motor thermostat opens thermostat status goldline and servostar system summary information system summary feedback continuous continuouspowerhp kw amplifiercont peak current rating performance specification cont torque at stall peak torque at stall cont power max speedmotor inertia series series hp ratedkw ratednjm series performance specification cont torque at stall peak torque at stall cont power max speedmotor inertia series series hp ratedkw ratednjm series limit continuous duty zone intermittent duty zone limit continuousduty zone intermittentduty zone kollmorgen motion technologies group radford virginia goldline and servostar system summary information performance specification cont torque at stall peak torque at stall cont power max speed motor inertia series series hp ratedkw ratednjm series performance specification cont torque at stall peak torque at stall cont power max speedmotor inertia series series hp ratedkw ratednjm series performance specification cont torque at stall peak torque at stall cont power max speedmotor inertia series series hp ratedkw ratednjm series limit continuousduty zone intermittentduty zone limit continuousduty zone intermittentduty zone limit continuousduty zone intermittentduty zone goldline and servostar system summary information performance specification cont torque at stall peak torque at stall cont power max speed motor inertia series series hp ratedkw ratednjm series performance specification cont torque at stall peak torque at stall cont power max speedmotor inertia series series hp ratedkw ratednjm series performance specification cont torque at stall peak torque at stall cont power max speedmotor inertia series series hp ratedkw ratednjm series limit continuousduty zone intermittentduty zone continuousduty zone limit intermittentduty zone limit continuousduty zone intermittentduty zone kollmorgen motion technologies group radford virginia goldline and servostar system summary information performance specification cont torque at stall peak torque at stall cont power max speedmotor inertia series series hp ratedkw ratednjm series performance specification cont torque at stall peak torque at stall cont power max speedmotor inertia series series hp ratedkw ratednjm series performance specification cont torque at stall peak torque at stall cont power max speedmotor inertia series series hp ratedkw ratednjm series limit continuousduty zone intermittentduty zone limit continuousduty zone intermittentduty zone limit continuousduty zone intermittentduty zone kollmorgen servostar amplifier specifications electrical closed loop velocity bandwidth up to motor current ripple frequency khz amp models khz amp models input resolutions long term speed regulation velocity loop update rate khz commutation update rate khz for smooth sinusoidal commutation dynamic speed range serial interface up to remote resolver or feedback for motor cw and ccw end travel limit motor thermostat fault encoder equivalent operational velocity torque control seven segment led error history internal variable monitoring fault output phase to phase short circuit overtemperature motor and amplifier feedback foldback operation range ambient to derated above ambient storage to humidity to digital pi pdff or pole placement factory preset or field motionlink software provides tuning programming via serial interface dc busvoltage input vdc output continuouscurrent per phase amplifier ratings output peakcurrent perphase sec internal powerdissipation watts pwm switchingfrequency khz kollmorgen motion technologies group radford virginia kollmorgen servostar power supply specifications servostar power supply specifications and sizing ac lineinput vac main input currentcontinuous perphase rms main inputcurrent peakper phase rms sec rated inputpower kva standard regen watts internal external internal dissipation watts capacitive only protective soft start overtemperature operating ambient temperature to derated above ambient storage temperature to humidity to pa series power supply sizingservostar amplifiers perform as power converters sinewave current by dc bus pa series power supplies produce dc bus logic power forup to four servostar amplifiers the output power of the supply must exceed or equal the combined power of all servo drives operating power of an individual servo drive is based on apower calculation of rms torque and speed the powersupply output rating takes into account losses and powerfactor such that no further derating is needed with respect tothe motor output power power watts rpm in addition to the power requirement each power supplyhas maximum axis configuration based on logic supplyrequirements of individual servostar amplifiers has logic supply rated for up to two servostaramplifiers all other power supplies can drive up to fouraxes of servostar amplifiers see maximum axisconfiguration chart see application note for moredetail on power supply sizing maximum axis configuration power maximum number of servostar regeneration sizingshunt regeneration is required to dissipate energy that ispumped back into the dc bus during load deceleration theamount of shunt regeneration required is function of thesum of simultaneously decelerating loads the loads needto be defined in terms of system inertia maximum speed and deceleration time in addition the duty cycle must beknown application note details calculationmethod to determine proper regeneration sizing call ourliterature department for copy of this application note transformer sizingpa series power supplies can be connected to line circuitry protects power supply componentsand eliminates nuisance tripping of breakers or fuse due to large currents transformers are onlyrequired for voltage matching purposes in this case thetransformer should have or vac secondarydepending on the operating voltage the kva rating of thetransformer should take into account not only the servooutput load requirements but also losses in the system andpower factor the transformer should have kva rating noless than the input kva rating of the power supply if the fullsupply rating is being utilized if the full output power of the power supply is not needed the following calculation can be used kva load power watts kollmorgen servostar connector information bus status relayfunctiondc bus ok dc bus ok serial communicationsfunctionshieldtxdrxdenable supply vcc inter servostarcommunications ac power input bus functionpower phase power phase power phase pin motor power functionphase aphase bphase pin powersupply servostaramplifier encoder equivalent outputpin resolver feedback from motor used on srxx models standard functionsine hisine loshieldcos hicos loshieldshieldmotor thermostatshieldref hiref lomotor thermostat encoder hall feedback frommotor used on sexx models optional functionch ach ashieldch bch bshieldcommoncommonhall thermostatshieldmarker volt volt supplyshieldhall thermostat user command command outputfault volt inputenable cw limitccw limit kollmorgen motion technologies group radford virginia kollmorgen servostar amplifier dimensions in mm inches dimensions in mm inches amplifier dimensions in mm inches dimensions in mm inches dimensions in mm inches dimensions in mm inches kollmorgen servostar power supply mounting wide power supply dimensions in mm inches dimensions in mm inches power supply dimensions in mm inches dimensions in mm inches kollmorgen motion technologies group radford virginia dimensions in mm inches dimensions in mm inches kollmorgen goldline resolver thermostatreceptacle motor receptacle shaft detail shaft detail dimensions in mm inches resolver thermostatreceptacle motor receptacle shaft detail dimensions in mm inches kollmorgen goldline resolver thermostatreceptacle motor receptacle shaft detail dimensions in mm inches resolver thermostatreceptacle motor receptacle shaft detail shaft detail dimensions in mm inches kollmorgen motion technologies group radford virginia kollmorgen goldline resolver thermostatreceptacle motor receptacle shaft detail shaft detail dimensions in mm inches motor can be mounted in any shaft seal has been certified to meet pressure on shaft seal must not exceed motor protection thermostat opens upon temperature rise and should be connected into latched locked out power down type circuit motor receptaclepinpinpinpin phase brown phase red phase white ground green with yellow stripe resolver receptaclepin black red pinpin blue pin pin pin normally closed contacts vac thermostatopens at closes at system interconnect diagram resolver cable or dc bus goldline and servostar system ordering information goldline system configurations cable curve note servostar amplifiers shown are compensated for vac to pa power supply bus voltage vdc xx designation is length in meter increments max resolver cable length is meters max encoder length is meters power supply external regen resistor kit amp power amp power amp power amp power supply communications cable communications cable meters connector kit mating connectors for note servostar amplifier and kollmorgen goldline systems are available with encoder based feedback screw terminal mating connectors and are included with the servostar explosion proof motors custom mechanicals special shafts keyways mounting and connectors are available contact your local regional sales office for more information kollmorgen motion technologies group radford virginia kollmorgen motion technologies groupsales offices industrial commercial aerospace and defense kollmorgen motion technologies groupmanufacturing locations kollmorgenindustrial drivesradford va kollmorgen pmicommack ny kollmorgen smgradford va ktibombay india kollmorgeninland motorradford va kollmorgen artusavrillé franceho chi minh city vietnam servotronixtel aviv isreal ktidctianjin china kollmorgen enjoys reputation of excellence based on constant endeavors toupdate products information in this brochure is subject to change windows is registered trademark of microsoft motionlink kollmorgen goldline kollmorgen silverline and platinum xt aretrademarks of kollmorgen motion technologies group
Nema 42 N4 K4 Stepper Systems TB,Kollmorgen,pacific scientific nema high torque motors leadwire hookup models mm in with holding torques to the and seriesprovide the highest torques perframe size in the morethan and phase designs optimized magnetics providemaximum performance in smallenvelope reducing space requiredfor the motor improved torque linearity aboverated current provides high peaktorque capability duty cycledependent contact factory high torque at moderate speeds low detent torque harmonic acceleration boost to move loadseven faster provides more torquefor intermittent duty applications cost effective alternative to servomotors provides smoother microsteppingperformance series uses technology to develop more torque than series select from broad performancerange to meet your requirement runs cooler than comparablesteppers using identical driveparameters special rotor design for highacceleration longer more reliable motor by two year warranty loads fast rugged housingless squareframe efficient use of volume for optimalmagnetic circuit sealed per for splashproof requirements outer bearing races won locked in steel insert andrear held by long life also preventsaxial shaft movement for encoderapplications extensive selection of shaftconfigurations terminations standard and special windings two phase design match your requirements compatible with most drivers smoother microstepping and lowerinput power required threephase for same torque optional encoder mountingprovisions optimizes control scheme max motor leads min splashproof board connections mm in max splashproof connector mm in max pacific scientific nema high torque motors ratings and characteristics see system recommendations and data on page parameters and winding data typicalleadwire motormodel number phases on amps dc netweightkg lbs series rotor series standard rotor series rotor series standard rotor series rotor series standard rotor all ratings typical and at unless otherwise noted refer to selection guide for more information with rated current applied windings at and motor in still air at without heat sink operation of these motors above rated current may cause demagnetization contact factory small signal inductance as measured with impedance bridge at khz amp thermal resistance measured with motor hanging in still air unmounted for more detailed product and selection information see themotioneering inside the back cover of thiscatalog or visit our website at pacific scientific nema stepper systems the performance information shown in curves that follow show the kseries of nema step motors with windings connections and current levels selected formaximum performance with the drives shownon this page for additional assistance in sizingor selecting the stepper system appropriate foryour application contact danaher motioncustomer support at pacific scientific nema stepper systems microstepping drives see page vdc input or oscillator current selectable from to amps selectable step sizes binary or decimal full to or impulse microstepping drives see page vac input vdc programmable current selectable from to microstepping to selectable in increments of microstepping drives see page vac input vdc bus model current selectable from to amps to for to microstepping smartstep microstepping drives see page vac input vdc bus model programmable current selectable from to amps to for microstepping pacific scientific nema stepper systems speed full speed full speed full speed full speed full speed full speed full speed full speed full for more detailed product and selection information see themotioneering inside the back cover of thiscatalog or visit our website at
